work,subjects_d1,subjects_d2,people_d1,people_d2,places_d1,places_d2,times_d1,times_d2
OL106891W,-2.086614,-2.9277897,0.0,0.0,0.0,0.0,0.0,0.0
OL106883W,-1.9667239,-2.6986115,0.0,0.0,0.0,0.0,0.0,0.0
OL221977W,-1.5469618,-2.0391655,0.0,0.0,0.0,0.0,0.0,0.0
OL8906231W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL76984W,-3.2931476,-6.8809166,0.0,0.0,-4.5643415,-7.646517,0.0,0.0
OL15061454W,-1.7598319,-2.7657435,0.0,0.0,0.0,0.0,0.0,0.0
OL15134806W,-1.8431631,-2.657386,0.0,0.0,0.0,0.0,0.0,0.0
OL2482770W,-1.3782029,-7.3390045,0.0,0.0,3.3110075,2.7834744,0.0,0.0
OL1951013W,-1.6988796,-1.3295206,0.0,0.0,0.0,0.0,0.0,0.0
OL111750W,-3.0240068,-7.7981052,0.0,0.0,-4.499342,-1.1778923,0.0,0.0
OL14860053W,-3.7594342,-6.748186,0.0,0.0,-2.8346932,-5.416711,0.0,0.0
OL1946252W,0.2242356,-2.9097955,0.0,0.0,0.0,0.0,0.0,0.0
OL4066000W,-3.7127347,-7.937713,0.0,0.0,0.0,0.0,0.0,0.0
OL17858145W,-4.362944,-2.3953183,0.0,0.0,0.0,0.0,0.0,0.0
OL98175W,-8.851986,-4.186167,0.0,0.0,0.0,0.0,0.0,0.0
OL8051865W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL2626203W,-3.9556048,-4.1858435,0.0,0.0,-24.612564,6.3683276,6.640067,6.756456
OL469108W,-2.418697,-2.576471,0.0,0.0,27.382387,11.992057,0.0,0.0
OL1063588W,-10.825659,-9.30675,-24.651266,14.774971,-2.7598898,-5.3477535,18.352777,0.8601155
OL109052W,-4.5838637,-4.338942,0.0,0.0,3.901838,26.472446,0.0,0.0
OL468678W,-2.3968406,-2.6945298,0.0,0.0,16.179312,-11.022304,0.0,0.0
OL17784998W,-1.6679457,-2.6382453,0.0,0.0,0.0,0.0,0.0,0.0
OL1492955W,-6.090531,-5.0323615,0.0,0.0,-24.54036,6.434025,23.501919,-5.7806735
OL465344W,-1.7259437,-1.4572783,-24.466156,15.84626,-18.283535,7.579679,0.0,0.0
OL265948W,-1.5283189,-1.5277958,0.0,0.0,0.0,0.0,0.0,0.0
OL465309W,-1.7998862,-2.3487222,0.0,0.0,-17.453278,7.084818,0.0,0.0
OL15148866W,-2.0616803,-2.6166046,0.0,0.0,0.0,0.0,0.0,0.0
OL15123452W,-2.444211,-2.515261,-16.667309,15.076092,-18.17735,7.5091095,0.0,0.0
OL15123466W,-1.8872683,-2.9398484,0.0,0.0,0.0,0.0,0.0,0.0
OL15123445W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL15123486W,-0.9004871,-2.941624,0.0,0.0,0.0,0.0,0.0,0.0
OL15123482W,-0.95872843,-2.9605403,0.0,0.0,0.0,0.0,0.0,0.0
OL15123488W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL483387W,-1.083816,-2.1632357,0.0,0.0,0.0,0.0,0.0,0.0
OL14372W,-1.073313,-2.496011,0.0,0.0,0.0,0.0,0.0,0.0
OL8126280W,-0.6518407,-0.0636056,0.0,0.0,0.0,0.0,0.0,0.0
OL14942185W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL26248133W,-5.71151,-2.3742101,0.0,0.0,0.0,0.0,0.0,0.0
OL28988W,-0.4304284,-2.228027,0.0,0.0,1.9202688,13.4589205,0.0,0.0
OL4110995W,-1.9244641,-1.660738,0.0,0.0,17.353521,-17.143486,0.0,0.0
OL4438961W,-2.1527684,-2.9460132,0.0,0.0,0.0,0.0,0.0,0.0
OL108868W,-7.319159,0.68280214,0.0,0.0,0.0,0.0,0.0,0.0
OL108865W,-7.08515,0.38972843,0.0,0.0,0.0,0.0,0.0,0.0
OL499863W,-3.6760812,-6.878445,0.0,0.0,0.0,0.0,0.0,0.0
OL5692550W,-2.9749613,-6.7362075,0.0,0.0,0.0,0.0,0.0,0.0
OL29260W,-0.6957117,-2.6677473,0.0,0.0,0.0,0.0,0.0,0.0
OL8782798W,-1.6543316,-5.4603386,0.0,0.0,0.0,0.0,0.0,0.0
OL49575W,1.7179369,-3.2709458,0.0,0.0,0.0,0.0,0.0,0.0
OL441050W,-4.541194,-5.5956683,0.0,0.0,26.90489,11.88927,0.0,0.0
OL2520831W,-10.838624,-9.104372,0.0,0.0,0.11617695,2.294839,0.0,0.0
OL2520828W,-7.554137,-4.8620834,0.0,0.0,-24.447357,6.2334886,0.0,0.0
OL16052233W,-9.894827,-5.6948457,0.0,0.0,-24.314022,6.477589,0.0,0.0
OL67551W,-8.986194,-3.7731328,-24.58857,14.531639,0.0,0.0,0.0,0.0
OL14927221W,-1.8619237,-6.0062146,0.0,0.0,10.604809,-14.084662,-7.747457,29.864162
OL5683331W,-2.9636104,-6.47116,0.0,0.0,-11.130687,10.884687,0.0,0.0
OL5844639W,-6.64414,-3.5186205,0.0,0.0,0.0,0.0,0.0,0.0
OL5844641W,-5.599601,-4.643665,-24.679836,15.378325,-19.56883,7.4089856,2.5307202,-9.779769
OL5833002W,-10.775007,-9.116096,0.0,0.0,0.0,0.0,13.486742,9.385201
OL4218414W,-6.583104,-4.459262,0.0,0.0,0.0,0.0,0.0,0.0
OL15837084W,-8.601346,-6.227531,0.0,0.0,0.0,0.0,0.0,0.0
OL18219780W,-7.140562,0.44380513,0.0,0.0,0.0,0.0,0.0,0.0
OL14870925W,-4.0859146,-6.169098,0.0,0.0,-1.4549313,21.373056,23.350183,-6.0158014
OL14871014W,-4.07508,-6.149042,0.0,0.0,0.0,0.0,0.0,0.0
OL14871054W,-4.06376,-6.1734657,0.0,0.0,0.0,0.0,0.0,0.0
OL14871075W,-4.080709,-6.165528,0.0,0.0,-1.4932106,21.409122,23.592716,-6.1025124
OL17383201W,-4.0497394,-6.143042,0.0,0.0,0.0,0.0,0.0,0.0
OL1959690W,-11.032099,-9.283972,0.0,0.0,0.0,0.0,0.0,0.0
OL4770133W,-7.367069,-3.1861892,0.0,0.0,0.0,0.0,0.0,0.0
OL16025211W,-8.105683,-8.461614,0.0,0.0,0.0,0.0,0.0,0.0
OL16028395W,-10.099106,-7.997069,0.0,0.0,0.0,0.0,0.0,0.0
OL15078495W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL3419979W,-7.431576,-5.3742404,0.0,0.0,17.347775,-17.117887,0.0,0.0
OL3419996W,-6.50165,-4.5434837,0.0,0.0,14.047075,20.350883,0.0,0.0
OL16025215W,-2.2028692,-3.7871504,-17.31358,16.294262,2.1715996,-0.88407904,0.0,0.0
OL53919W,-2.28852,-3.765557,-17.311876,16.30596,2.176032,-0.8697559,18.35936,0.85899156
OL7797506W,0.44069797,-3.0656817,0.0,0.0,0.0,0.0,0.0,0.0
OL63011W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL8415411W,-7.1911197,-4.805431,0.0,0.0,0.0,0.0,0.0,0.0
OL18878544W,-7.182537,-4.74045,0.0,0.0,22.085606,-0.20021297,0.0,0.0
OL8416128W,-7.1988945,-4.778539,0.0,0.0,0.0,0.0,0.0,0.0
OL29421706W,-10.865506,-9.063821,0.0,0.0,0.0,0.0,0.0,0.0
OL1158980W,-7.4291697,0.87729365,0.0,0.0,0.0,0.0,0.0,0.0
OL156197W,-7.0155554,-2.9050214,-23.127232,17.033186,0.0,0.0,0.0,0.0
OL1159051W,-7.548588,1.3623822,-23.237293,17.04498,0.0,0.0,0.0,0.0
OL1158970W,-7.2406635,0.469284,0.0,0.0,0.0,0.0,0.0,0.0
OL1158905W,-10.879279,-9.182086,0.0,0.0,0.0,0.0,0.0,0.0
OL1159120W,-7.7082343,-3.7479966,-12.180524,16.31019,-0.5627702,-3.6889505,23.53631,-6.1962786
OL15238672W,-8.869466,-3.7670312,0.0,0.0,0.0,0.0,0.0,0.0
OL15238676W,-8.962423,-3.8430464,0.0,0.0,0.0,0.0,0.0,0.0
OL15238651W,-9.126113,-3.580579,0.0,0.0,0.0,0.0,0.0,0.0
OL1841998W,-0.979023,-1.9425129,0.0,0.0,-18.278233,7.5544915,0.0,0.0
OL10569275W,-6.5354185,-4.5302525,-22.873056,16.573362,0.0,0.0,0.0,0.0
OL863635W,-6.294111,-4.857429,0.0,0.0,-11.0236,-14.034646,0.0,0.0
OL3461917W,-7.244378,-2.108812,0.0,0.0,0.0,0.0,0.0,0.0
OL4771368W,-7.22243,-2.0476334,0.0,0.0,0.0,0.0,0.0,0.0
OL1955049W,-7.3024883,-2.0908792,0.0,0.0,0.0,0.0,0.0,0.0
OL1133520W,-7.6047015,1.399683,0.0,0.0,0.0,0.0,0.0,0.0
OL8875063W,-9.360021,-4.3826895,0.0,0.0,0.0,0.0,0.0,0.0
OL3381645W,-7.2589345,-2.0851076,0.0,0.0,0.0,0.0,0.0,0.0
OL2664895W,-3.9490273,-6.877936,0.0,0.0,-2.7930634,-5.3842006,0.0,0.0
OL16964727W,-0.36769575,-3.143778,0.0,0.0,-17.014952,8.2072,0.0,0.0
OL2707740W,-8.558982,-5.249045,0.0,0.0,0.0,0.0,0.0,0.0
OL261196W,-1.5535891,-1.7587283,-23.576384,16.077837,0.0,0.0,0.0,0.0
OL15860614W,-1.7582662,-2.9425712,0.0,0.0,0.0,0.0,0.0,0.0
OL14436W,-7.1418557,-6.2038403,-14.583065,5.2308083,-24.291622,6.4003754,23.617918,-6.0279307
OL48546W,-1.8412907,-1.5445915,0.0,0.0,0.0,0.0,0.0,0.0
OL48542W,-2.455263,-1.6537341,0.0,0.0,0.0,0.0,0.0,0.0
OL892016W,-3.587149,-4.822525,0.0,0.0,0.0,0.0,0.0,0.0
OL17035201W,-3.889722,-3.851262,0.0,0.0,-14.363684,1.7836978,0.0,0.0
OL7971276W,-4.4611,-2.734378,0.0,0.0,0.0,0.0,0.0,0.0
OL16053452W,-3.609229,-4.4915385,0.0,0.0,-24.35868,6.360845,0.0,0.0
OL892002W,-3.8600323,-3.8046277,0.0,0.0,-24.549604,6.3280015,2.5359514,-9.669597
OL7971270W,-3.9196823,-3.9247596,0.0,0.0,0.0,0.0,0.0,0.0
OL7971278W,-3.5464358,-4.990437,0.0,0.0,0.0,0.0,0.0,0.0
OL892015W,-3.8576996,-3.828151,0.0,0.0,-24.277538,6.349236,2.575446,-9.520339
OL892005W,-3.8436317,-3.8083143,0.0,0.0,-24.640778,6.3448057,2.4536679,-9.642226
OL891997W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL41482W,-0.75307965,-2.4924283,0.0,0.0,0.0,0.0,0.0,0.0
OL15006620W,-7.2323537,-5.986857,-23.378286,13.398841,0.0,0.0,2.5315044,-9.585878
OL547175W,-2.7064078,-3.2733536,0.0,0.0,14.038272,20.306427,0.0,0.0
OL547152W,-2.500478,-3.1759186,0.0,0.0,0.0,0.0,0.0,0.0
OL547174W,0.9563901,-3.2442188,0.0,0.0,0.0,0.0,0.0,0.0
OL547147W,-2.4870842,-3.194938,0.0,0.0,0.0,0.0,0.0,0.0
OL547164W,0.9136017,-3.230476,0.0,0.0,0.0,0.0,0.0,0.0
OL547172W,-2.0049074,-3.4187615,-22.288067,16.391182,0.0,0.0,0.0,0.0
OL547140W,-5.839074,-4.75564,0.0,0.0,0.0,0.0,0.0,0.0
OL20699536W,-1.6739407,-2.960665,0.0,0.0,2.0178244,13.598884,0.0,0.0
OL28998W,-1.6012261,-2.641225,0.0,0.0,-1.0249094,11.008372,0.0,0.0
OL1966676W,-0.82259583,-2.0140843,0.0,0.0,0.0,0.0,0.0,0.0
OL270887W,-0.8371658,-2.011788,0.0,0.0,0.0,0.0,0.0,0.0
OL1966591W,-0.8328134,-2.0759974,0.0,0.0,0.0,0.0,0.0,0.0
OL1966607W,-0.81358635,-2.007735,0.0,0.0,0.0,0.0,0.0,0.0
OL1966672W,-0.44279414,-2.4033937,-17.06322,15.711339,0.0,0.0,0.0,0.0
OL1966566W,-0.8986139,-2.061872,-23.937016,16.195978,0.0,0.0,0.0,0.0
OL1966590W,-0.7299513,-2.0225244,0.0,0.0,0.0,0.0,0.0,0.0
OL57512W,-0.8693568,-2.1672919,-23.965935,16.393547,0.0,0.0,0.0,0.0
OL1966603W,0.9787558,-3.2964091,0.0,0.0,0.0,0.0,0.0,0.0
OL1966606W,-1.3140498,-2.7343867,0.0,0.0,0.6449579,3.3684623,-22.043339,26.38909
OL1905366W,-10.851238,-9.141479,-24.23609,16.030573,-2.291347,6.0891943,-19.987371,29.993114
OL32197W,-0.492245,-4.6165056,0.0,0.0,0.0,0.0,0.0,0.0
OL5729588W,-3.7669294,-5.4973435,0.0,0.0,-4.712722,2.229836,0.0,0.0
OL5816523W,-8.559793,-6.278245,0.0,0.0,0.0,0.0,0.0,0.0
OL3004203W,-0.6228779,0.447434,-21.913712,16.451725,0.0,0.0,-21.885862,26.347994
OL15728953W,-0.58942986,0.4755138,0.0,0.0,0.0,0.0,0.0,0.0
OL3004216W,-0.615362,0.45589566,0.0,0.0,0.0,0.0,0.0,0.0
OL3004214W,-0.614369,0.4399924,0.0,0.0,0.0,0.0,0.0,0.0
OL3004218W,-0.6292981,0.41967964,0.0,0.0,0.0,0.0,0.0,0.0
OL15400715W,-0.79810065,-0.0142635945,0.0,0.0,-24.55516,6.3453817,0.0,0.0
OL3004213W,-0.5854854,0.45974016,-21.969395,16.307331,0.0,0.0,0.0,0.0
OL19870287W,2.1877449,-3.818358,0.0,0.0,0.0,0.0,0.0,0.0
OL5847494W,1.4113407,-3.1697853,0.0,0.0,0.0,0.0,0.0,0.0
OL103128W,1.2858057,-3.0512116,0.0,0.0,0.0,0.0,0.0,0.0
OL2974557W,-3.4392939,-5.113098,-24.59604,15.110511,-0.07517853,3.5964048,-11.254677,31.234226
OL2974542W,-0.40805998,-6.5000954,0.0,0.0,0.0,0.0,0.0,0.0
OL2974552W,-3.377516,-4.5682864,0.0,0.0,0.0,0.0,0.0,0.0
OL16069843W,-3.4898915,-4.7089953,0.0,0.0,0.0,0.0,0.0,0.0
OL16026800W,-2.5899432,-4.7051663,0.0,0.0,16.19253,-11.013041,0.0,0.0
OL8034881W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL872981W,-4.7707844,-3.8253222,0.0,0.0,-2.88178,12.032311,-22.367592,27.359385
OL16029503W,-0.93694806,-6.746394,0.0,0.0,0.0,0.0,0.0,0.0
OL73330W,1.2987385,-3.023582,0.0,0.0,0.0,0.0,0.0,0.0
OL73387W,1.0503331,-2.871807,0.0,0.0,-19.345905,8.737698,0.0,0.0
OL55603W,1.9811003,-2.905782,0.0,0.0,0.0,0.0,0.0,0.0
OL55593W,-2.4137528,-2.6274087,-22.312395,16.788225,0.0,0.0,0.0,0.0
OL55585W,-0.7178148,-3.4547698,0.0,0.0,0.0,0.0,0.0,0.0
OL55590W,-1.6523163,-2.559095,0.0,0.0,0.0,0.0,0.0,0.0
OL15056068W,-0.9443599,-2.3978314,0.0,0.0,0.0,0.0,0.0,0.0
OL55596W,1.0057569,-3.6441567,0.0,0.0,0.0,0.0,0.0,0.0
OL55588W,0.9709558,-3.3246832,-17.974474,16.172989,0.0,0.0,0.0,0.0
OL21000368W,-1.1055974,-3.0304818,0.0,0.0,0.0,0.0,0.0,0.0
OL55597W,-0.45920554,-4.294427,0.0,0.0,0.0,0.0,0.0,0.0
OL15056077W,-0.75557655,-2.5459824,0.0,0.0,0.0,0.0,0.0,0.0
OL15056075W,-0.76450676,-2.419433,0.0,0.0,0.0,0.0,0.0,0.0
OL15056064W,-1.2706964,-2.5278919,0.0,0.0,0.0,0.0,0.0,0.0
OL15056072W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL74289W,-1.9156317,-1.7545635,0.0,0.0,0.0,0.0,0.0,0.0
OL74286W,-4.2708135,-5.1542897,0.0,0.0,-17.877172,10.206164,-21.85736,26.311998
OL74278W,-1.5757719,-1.9553422,0.0,0.0,0.0,0.0,0.0,0.0
OL55236W,-3.0417356,-4.6448193,0.0,0.0,0.41680175,16.861864,0.0,0.0
OL4125889W,-3.611254,-5.1349635,0.0,0.0,-1.6677486,4.3879933,1.2827163,27.363369
OL14912110W,-3.695992,-5.4098682,0.0,0.0,0.53097665,16.99466,0.0,0.0
OL15842425W,-6.6459594,-6.0796638,-21.31785,17.700865,0.0,0.0,2.56244,-9.665416
OL3501723W,-2.7429214,-3.3022215,-20.835293,18.13454,1.3262306,-3.6566696,0.0,0.0
OL66229W,-0.93679434,-2.9408991,0.0,0.0,0.0,0.0,0.0,0.0
OL66221W,-1.3805268,-2.1483743,0.0,0.0,-13.799063,9.732971,0.0,0.0
OL15679777W,-1.7188028,-2.461459,0.0,0.0,0.0,0.0,0.0,0.0
OL8526699W,-7.764426,-2.9617593,-20.950214,18.06311,0.0,0.0,0.0,0.0
OL275148W,-1.665796,-7.0876923,0.0,0.0,0.0,0.0,0.0,0.0
OL12053729W,-6.3577647,-5.904603,-20.821293,18.095207,-24.478434,6.3643656,0.0,0.0
OL5845156W,1.5302156,-3.4228404,-20.998636,18.094269,0.0,0.0,0.0,0.0
OL2715097W,-0.913814,-2.4929266,0.0,0.0,0.0,0.0,0.0,0.0
OL17896770W,-8.607178,-4.0393896,0.0,0.0,0.0,0.0,0.0,0.0
OL112736W,-9.175078,-4.0237904,-21.024492,18.02444,0.0,0.0,23.46598,-6.195437
OL17158736W,-8.653862,-4.0599737,0.0,0.0,0.0,0.0,0.0,0.0
OL16068313W,0.98563415,-3.348137,-20.991613,18.03226,0.0,0.0,0.0,0.0
OL14858396W,-4.4614716,-2.7285094,0.0,0.0,0.0,0.0,0.0,0.0
OL15963129W,2.5406022,-4.097828,0.0,0.0,-24.331455,6.5058255,1.2659826,27.380955
OL14858405W,0.78087205,-3.3758514,0.0,0.0,0.0,0.0,0.0,0.0
OL16068886W,0.9911549,-3.3519564,0.0,0.0,0.0,0.0,0.0,0.0
OL14858394W,1.6471847,-3.7916453,0.0,0.0,0.0,0.0,0.0,0.0
OL1375084W,-7.9614987,-3.7111707,0.0,0.0,0.0,0.0,0.0,0.0
OL2669198W,-6.3364563,-4.527463,0.0,0.0,-4.4431696,5.6363697,-15.79709,25.607277
OL784316W,-6.6767225,-5.5916996,-20.813261,17.887037,0.5708952,-12.676255,0.0,0.0
OL1840022W,-6.6217074,-4.4497952,0.0,0.0,14.064873,-8.417969,2.686539,-9.633616
OL15843987W,-7.086756,-5.670085,-20.885826,18.002995,-1.4663852,21.454397,0.0,0.0
OL1840003W,-7.836397,-6.7618303,0.0,0.0,0.0,0.0,0.0,0.0
OL1840029W,-7.9077244,-6.9763103,-20.890182,17.985,-1.540706,21.341915,0.0,0.0
OL1840031W,-6.6023674,-4.5109015,0.0,0.0,0.0,0.0,0.0,0.0
OL15837069W,-7.0025463,-4.265035,0.0,0.0,12.315476,23.600637,-23.137535,26.955128
OL2431468W,-9.11912,-6.880503,0.0,0.0,12.313523,23.610502,0.0,0.0
OL8467349W,-5.987447,-4.503891,0.0,0.0,-11.021134,-14.002041,0.0,0.0
OL2026017W,-8.230079,-5.8050084,0.0,0.0,12.274747,23.649397,0.0,0.0
OL8557502W,-7.9765525,-3.2206,0.0,0.0,0.0,0.0,0.0,0.0
OL8796352W,-9.083223,-5.824579,0.0,0.0,0.0,0.0,0.0,0.0
OL11376395W,-2.1166563,-2.6894357,0.0,0.0,0.0,0.0,0.0,0.0
OL621374W,-6.405002,-4.4770393,0.0,0.0,0.0,0.0,0.0,0.0
OL16048821W,-1.6859483,-2.7051835,0.0,0.0,0.0,0.0,0.0,0.0
OL712537W,-1.66683,-2.5989308,0.0,0.0,0.0,0.0,0.0,0.0
OL15829706W,-1.5116092,-2.928178,0.0,0.0,0.0,0.0,0.0,0.0
OL8118143W,-1.5336118,-2.9187243,0.0,0.0,0.0,0.0,0.0,0.0
OL712645W,-1.5812426,-3.0384057,0.0,0.0,0.0,0.0,0.0,0.0
OL712544W,-1.5644817,-2.8905253,0.0,0.0,0.0,0.0,0.0,0.0
OL15844194W,-1.9295322,-1.8561373,-20.98559,17.932798,-18.22685,7.6967587,-22.559858,26.194
OL273760W,-1.8253107,-1.8446307,0.0,0.0,0.0,0.0,0.0,0.0
OL275685W,-1.9467262,-1.8621175,0.0,0.0,0.0,0.0,0.0,0.0
OL16033571W,-1.9104091,-1.8586763,0.0,0.0,0.0,0.0,0.0,0.0
OL58695W,1.7893881,-3.476592,0.0,0.0,0.0,0.0,0.0,0.0
OL1917714W,0.12652782,-6.870522,0.0,0.0,0.0,0.0,0.0,0.0
OL480701W,-3.8929155,-5.471742,0.0,0.0,14.047003,20.32404,0.0,0.0
OL15089840W,-1.4695469,-6.1394835,-20.853542,17.91429,0.0,0.0,0.0,0.0
OL1917713W,-2.666429,-5.0721874,0.0,0.0,0.4359901,16.895807,0.0,0.0
OL1917717W,-3.9099133,-3.803774,0.0,0.0,0.0,0.0,0.0,0.0
OL2933780W,-8.233268,-4.4035144,0.0,0.0,-24.166803,6.227729,0.0,0.0
OL1887226W,-9.775098,-8.173296,0.0,0.0,-24.439281,6.2752953,0.0,0.0
OL1887223W,-8.490418,-4.992766,0.0,0.0,0.0,0.0,0.0,0.0
OL15449786W,-0.36129886,-0.6765449,0.0,0.0,0.0,0.0,0.0,0.0
OL14975232W,-0.31224573,-0.24527484,0.0,0.0,0.0,0.0,0.0,0.0
OL14975242W,-0.32398787,-0.069330685,0.0,0.0,0.0,0.0,0.0,0.0
OL679281W,-0.079513974,0.98497796,0.0,0.0,0.0,0.0,0.0,0.0
OL679336W,-0.08414831,0.9782639,0.0,0.0,0.0,0.0,0.0,0.0
OL454953W,-5.897898,-4.887333,-20.913816,17.90381,5.6037884,3.9697409,0.0,0.0
OL2732676W,-7.665551,-4.538457,0.0,0.0,0.0,0.0,0.0,0.0
OL4472644W,-8.073925,-5.679513,0.0,0.0,-24.269424,6.472257,0.0,0.0
OL5720039W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL8642476W,-9.188257,-5.367719,0.0,0.0,0.0,0.0,0.0,0.0
OL7975953W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL555288W,-2.5697656,-5.3434925,0.0,0.0,0.13202387,0.9261702,-22.355896,26.09373
OL222335W,-8.408045,-4.5405746,0.0,0.0,0.113272645,2.2989378,0.0,0.0
OL8897693W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL8897695W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL8897696W,-0.39452082,0.010290795,0.0,0.0,0.0,0.0,0.0,0.0
OL464447W,-3.0613396,-8.432258,0.0,0.0,27.346262,11.999163,0.0,0.0
OL464459W,-3.4938352,-8.02435,-20.897867,17.861492,27.251492,12.155969,0.0,0.0
OL464461W,-2.9973598,-8.563192,0.0,0.0,27.277292,12.166166,0.0,0.0
OL464436W,-3.7283995,-7.9537115,0.0,0.0,0.0,0.0,0.0,0.0
OL464463W,-2.9992862,-8.5756,0.0,0.0,27.37259,12.192275,0.0,0.0
OL15133031W,-3.0121245,-8.567294,0.0,0.0,27.474268,12.043772,0.0,0.0
OL464464W,-2.9974866,-8.550874,0.0,0.0,27.40221,11.972395,0.0,0.0
OL464457W,-3.0051613,-8.58587,0.0,0.0,27.260324,12.073512,0.0,0.0
OL5754211W,-0.30855855,0.40547332,0.0,0.0,0.0,0.0,0.0,0.0
OL5473519W,-1.1078533,-4.4976063,0.0,0.0,0.0,0.0,0.0,0.0
OL2925958W,-0.24249199,-6.654619,0.0,0.0,-17.08975,18.953485,0.0,0.0
OL8356789W,0.23682828,-6.973231,0.0,0.0,0.0,0.0,0.0,0.0
OL8356790W,-2.793438,-5.1564946,0.0,0.0,0.0,0.0,0.0,0.0
OL15391655W,-4.4219704,-4.7929916,0.0,0.0,-17.097933,18.95715,-22.472301,26.125805
OL21259742W,-4.3004255,-4.6457286,0.0,0.0,0.0,0.0,0.0,0.0
OL7968483W,-10.880654,-9.310926,0.0,0.0,0.0,0.0,0.0,0.0
OL8988669W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL3358166W,-4.314606,-4.48487,-20.99787,17.646824,-17.109468,18.945572,0.0,0.0
OL15154860W,-1.9691749,-3.1799965,0.0,0.0,0.0,0.0,0.0,0.0
OL678559W,-8.601053,-3.9745257,0.0,0.0,0.0,0.0,0.0,0.0
OL678536W,-8.699114,-4.158771,0.0,0.0,0.0,0.0,0.0,0.0
OL18876273W,-8.88872,-4.095696,0.0,0.0,0.0,0.0,0.0,0.0
OL678500W,-8.592193,-3.9901664,0.0,0.0,0.0,0.0,0.0,0.0
OL936833W,-8.920345,-4.0975885,-20.28062,17.77794,0.0,0.0,0.0,0.0
OL678481W,-8.64543,-3.9642239,0.0,0.0,0.0,0.0,0.0,0.0
OL14995315W,-10.858253,-9.246704,0.0,0.0,0.0,0.0,0.0,0.0
OL451167W,-4.9817305,-2.7778847,0.0,0.0,0.0,0.0,0.0,0.0
OL15839346W,-0.9526569,-1.4814264,0.0,0.0,10.548483,-14.028231,0.0,0.0
OL451088W,-1.6244457,-2.4196835,0.0,0.0,14.097469,-8.452537,0.0,0.0
OL451129W,-2.1086295,-1.942757,0.0,0.0,10.484035,-13.951094,-22.394814,26.099169
OL451135W,-0.94323224,-1.655475,0.0,0.0,10.608076,-14.089079,0.0,0.0
OL451163W,-0.89223415,-1.6055769,0.0,0.0,10.572057,-14.051904,0.0,0.0
OL2992999W,0.589016,-2.4952176,0.0,0.0,0.0,0.0,0.0,0.0
OL19822135W,-10.794765,-8.933175,0.0,0.0,-24.382383,6.3979836,0.0,0.0
OL8112164W,-9.761597,-4.751147,0.0,0.0,0.0,0.0,0.0,0.0
OL1823763W,-3.8288434,-6.3449845,0.0,0.0,-18.157463,7.7029276,0.0,0.0
OL14951954W,2.0829144,-3.6766918,0.0,0.0,0.0,0.0,0.0,0.0
OL1955085W,-1.7313669,-2.7407403,-20.743568,17.335873,-1.4092579,21.430502,-22.860275,26.806156
OL3969395W,-10.922254,-9.218415,0.0,0.0,0.0,0.0,0.0,0.0
OL15843620W,-0.7178518,-0.135519,0.0,0.0,0.0,0.0,0.0,0.0
OL1861279W,-9.655039,-5.615553,0.0,0.0,0.0,0.0,0.0,0.0
OL14962665W,-2.7362182,-6.035827,0.0,0.0,0.0,0.0,0.0,0.0
OL1963656W,-10.898061,-9.24454,0.0,0.0,0.0,0.0,0.0,0.0
OL2660041W,-9.038282,-3.0329754,0.0,0.0,0.0,0.0,0.0,0.0
OL71166W,1.6999631,-3.6087043,0.0,0.0,0.0,0.0,-22.319468,26.85764
OL19705W,-1.8214089,-4.5125394,0.0,0.0,17.366238,-17.152983,0.0,0.0
OL15856727W,-6.408639,-4.597676,0.0,0.0,17.336407,-17.193144,-22.050173,26.956327
OL17937386W,-0.5622348,0.32467136,0.0,0.0,0.0,0.0,0.0,0.0
OL8898141W,-0.2542574,11.510971,0.0,0.0,0.0,0.0,0.0,0.0
OL15838917W,-4.3641324,-4.5676336,0.0,0.0,-17.122984,18.93273,0.0,0.0
OL5759754W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL5720633W,-2.72846,-3.3123682,0.0,0.0,14.037102,20.337418,0.0,0.0
OL14932567W,-0.07992939,0.9842921,0.0,0.0,0.0,0.0,0.0,0.0
OL18759624W,-1.672569,-4.2975326,0.0,0.0,0.0,0.0,0.0,0.0
OL14932563W,-8.039748,-2.1488366,-20.990294,17.189848,0.0,0.0,-22.012272,26.268631
OL14998729W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
