work,subjects_d1,subjects_d2,people_d1,people_d2,places_d1,places_d2,times_d1,times_d2
OL767941W,-8.003716,-4.8838086,-18.163288,13.525683,0.0,0.0,0.0,0.0
OL1862869W,-9.583741,-4.672405,0.0,0.0,0.0,0.0,0.0,0.0
OL16628400W,-6.706879,-5.336392,-4.9211555,-4.1799097,-24.113712,6.047522,0.0,0.0
OL622970W,-2.8829443,-6.1058483,-7.113091,29.500477,-1.7032175,11.674802,19.31467,0.80449075
OL15050293W,-6.665425,-5.31441,-4.921149,-4.1799235,-24.127634,6.1841063,0.0,0.0
OL18557W,-8.013233,-6.070876,-23.461607,14.511307,22.07839,-0.21290459,0.0,0.0
OL463310W,-3.649951,-8.422818,0.0,0.0,27.28314,12.238274,0.0,0.0
OL4966575W,-3.6631498,-8.426147,0.0,0.0,0.0,0.0,0.0,0.0
OL4966583W,-3.6441665,-8.313131,0.0,0.0,0.0,0.0,0.0,0.0
OL463356W,-3.6895115,-8.440836,0.0,0.0,0.0,0.0,0.0,0.0
OL4966595W,-3.621152,-8.30297,0.0,0.0,0.0,0.0,0.0,0.0
OL4966520W,-3.6620176,-7.9513316,0.0,0.0,0.0,0.0,0.0,0.0
OL4966568W,-3.7346182,-7.833953,0.0,0.0,0.0,0.0,0.0,0.0
OL4966584W,-3.432553,-8.200628,0.0,0.0,0.0,0.0,0.0,0.0
OL4966585W,-3.6161602,-8.367944,0.0,0.0,0.0,0.0,0.0,0.0
OL4966588W,-3.6719341,-8.445419,0.0,0.0,0.0,0.0,0.0,0.0
OL4966563W,-3.138456,-6.81657,0.0,0.0,0.0,0.0,0.0,0.0
OL4966593W,-3.6320274,-8.32361,0.0,0.0,0.0,0.0,0.0,0.0
OL4966581W,-3.6660507,-8.430701,0.0,0.0,0.0,0.0,0.0,0.0
OL4966578W,-3.5508354,-8.281967,0.0,0.0,0.0,0.0,0.0,0.0
OL4966572W,-3.6382189,-8.273062,0.0,0.0,0.0,0.0,0.0,0.0
OL4966567W,-2.964971,-8.537047,0.0,0.0,0.0,0.0,0.0,0.0
OL4966554W,-3.3902087,-7.86735,0.0,0.0,0.0,0.0,0.0,0.0
OL17727879W,-3.6093314,-8.351174,0.0,0.0,0.0,0.0,0.0,0.0
OL15830625W,-3.6747527,-8.437275,0.0,0.0,0.0,0.0,0.0,0.0
OL4966574W,-3.6379864,-8.070209,0.0,0.0,0.0,0.0,0.0,0.0
OL4966427W,-3.5736413,-8.330958,0.0,0.0,0.0,0.0,0.0,0.0
OL4966599W,-3.6765027,-8.426487,0.0,0.0,0.0,0.0,0.0,0.0
OL4966569W,-3.660549,-7.954468,0.0,0.0,0.0,0.0,0.0,0.0
OL4966411W,-3.101399,-6.7689147,0.0,0.0,0.0,0.0,0.0,0.0
OL4966573W,-3.6129982,-8.34687,0.0,0.0,0.0,0.0,0.0,0.0
OL4966480W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL4966449W,-3.9582431,-2.7991447,-15.772972,15.438406,-18.353449,6.4084644,0.0,0.0
OL4966466W,-2.947854,-8.478383,0.0,0.0,0.0,0.0,0.0,0.0
OL463344W,-3.6520417,-8.398699,0.0,0.0,27.251772,12.225186,0.0,0.0
OL16945366W,-7.5995655,-3.6576147,0.0,0.0,0.0,0.0,0.0,0.0
OL2793675W,-8.511848,-4.5999503,0.0,0.0,0.0,0.0,0.0,0.0
OL19926213W,-6.463902,-4.547427,0.0,0.0,0.0,0.0,0.0,0.0
OL14871083W,-4.0756226,-6.1562123,-19.26925,16.033041,-1.4814488,21.363228,-22.530016,26.856546
OL21726615W,-7.4894943,-2.9781883,0.0,0.0,0.0,0.0,0.0,0.0
OL14871016W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL5695975W,-1.6766443,-6.199007,0.0,0.0,0.0,0.0,0.0,0.0
OL836337W,-10.779042,-9.099956,0.0,0.0,0.0,0.0,0.0,0.0
OL5750035W,-3.6858034,-7.8729734,0.0,0.0,0.0,0.0,0.0,0.0
OL16027392W,0.011660182,-6.6831436,0.0,0.0,-18.340853,7.4882736,0.0,0.0
OL49604W,1.5409138,-3.2863889,-22.26891,15.156311,-18.173372,7.36424,0.0,0.0
OL3020940W,-6.82046,-6.865084,-15.401601,15.182259,-1.4236912,21.468588,23.57172,-5.194297
OL262460W,-0.35520983,-2.5920203,-15.315105,15.117033,7.504054,5.065872,0.0,0.0
OL18592991W,-4.0882754,-4.0343556,0.0,0.0,0.0,0.0,0.0,0.0
OL94856W,-6.930276,0.1822382,0.0,0.0,0.0,0.0,0.0,0.0
OL2715466W,-10.095995,-6.2265077,0.0,0.0,0.0,0.0,0.0,0.0
OL4107579W,-6.5737705,-2.1305292,0.0,0.0,-24.177992,6.1028395,0.0,0.0
OL94857W,-3.7504818,-6.4685206,0.0,0.0,0.0,0.0,0.0,0.0
OL94859W,-0.22575292,-6.653344,0.0,0.0,0.0,0.0,0.0,0.0
OL2163623W,1.6966941,-3.5200534,-15.069778,12.952623,0.06949385,0.22560857,0.0,0.0
OL2163719W,1.7048965,-3.527025,-15.070275,12.9538965,0.084187225,0.27062672,0.0,0.0
OL2163655W,1.6981663,-3.5087566,-15.076045,12.954367,0.06663161,0.2553044,0.0,0.0
OL9041346W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL7974919W,-6.905961,-6.2472043,-21.293873,13.552584,0.0,0.0,3.8045924,-9.564661
OL15969999W,-8.149666,-5.3918424,0.0,0.0,0.121905796,2.3086345,0.0,0.0
OL7974915W,-6.80605,-6.225256,-21.299112,13.576028,0.0,0.0,3.7122579,-9.72483
OL7974860W,-5.6275225,-5.5471973,-4.591118,14.129555,0.10903279,2.2970548,1.1560622,27.468588
OL97984W,-3.8819942,-5.504181,-21.307446,13.556977,-24.184158,6.117646,0.0,0.0
OL1951631W,-9.387424,-7.2359686,-23.390549,14.130501,-24.06642,6.1395903,0.0,0.0
OL85516W,-2.8005733,-5.988505,-7.1560984,29.433002,0.0,0.0,0.0,0.0
OL5806106W,-0.9232754,-5.6227894,0.0,0.0,0.0,0.0,0.0,0.0
OL58120W,-2.866554,-7.6390896,0.0,0.0,-2.8819084,12.041579,0.0,0.0
OL1872816W,-6.5584264,-6.2156563,0.0,0.0,0.0,0.0,0.0,0.0
OL19669957W,-7.3266754,-5.349419,-23.488527,13.991123,-18.455389,7.7552085,0.0,0.0
OL13661711W,-10.833554,-9.2053585,0.0,0.0,0.0,0.0,0.0,0.0
OL1925486W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL19172476W,-3.1299653,-5.5274463,0.0,0.0,-17.96325,7.5437856,0.0,0.0
OL545571W,-7.6145763,-5.975027,-23.42249,14.070584,0.35285047,16.795656,0.0,0.0
OL1884125W,-9.742636,-5.729634,0.0,0.0,0.0,0.0,0.0,0.0
OL7959866W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL15438257W,-1.7714642,-1.7404113,0.0,0.0,0.0,0.0,0.0,0.0
OL16059250W,-1.79333,-1.2384176,0.0,0.0,0.0,0.0,0.0,0.0
OL8453312W,-9.256145,-4.8924966,0.0,0.0,0.0,0.0,0.0,0.0
OL5753502W,-1.8175411,-1.2679576,0.0,0.0,0.0,0.0,0.0,0.0
OL278023W,-6.729011,-6.2955394,-23.482504,14.079103,-15.674127,8.082446,0.0,0.0
OL2225043W,-2.0172143,-1.8231125,0.0,0.0,0.0,0.0,0.0,0.0
OL121263W,-7.6441073,-4.4504666,0.0,0.0,0.0,0.0,0.0,0.0
OL121231W,-8.049837,-6.121243,0.0,0.0,0.0,0.0,0.0,0.0
OL121255W,-1.4798433,-1.5089929,0.0,0.0,0.0,0.0,0.0,0.0
OL1386745W,2.415806,-4.056483,0.0,0.0,12.289856,23.598955,0.0,0.0
OL261794W,1.4120063,-3.7161536,-16.620527,15.044077,27.178894,11.95893,0.0,0.0
OL1386738W,-3.013796,-4.1798515,-23.483883,14.228925,0.0,0.0,-5.0626445,18.962482
OL261778W,-2.9782486,-4.5265894,0.0,0.0,0.0,0.0,0.0,0.0
OL1386742W,-3.1412423,-4.6031504,0.0,0.0,26.730034,11.894568,3.29629,-9.541848
OL31145W,-3.255198,-8.011739,0.0,0.0,0.0,0.0,0.0,0.0
OL31138W,-0.23723075,-6.6648254,0.0,0.0,0.0,0.0,0.0,0.0
OL116234W,-6.205966,-6.0333652,-23.449081,14.298669,3.8997548,26.436958,3.6541986,-9.542326
OL10263W,-0.84235674,-1.9382775,0.0,0.0,0.0,0.0,0.0,0.0
OL258902W,-10.466588,-8.362717,15.60441,6.2524633,-11.005521,-14.020732,-7.7372246,29.84813
OL14913850W,-3.266586,-8.299791,0.0,0.0,-16.71666,7.435037,0.0,0.0
OL112900W,-3.3309839,-8.240253,-23.52635,13.859669,-16.721104,7.435569,0.0,0.0
OL17638605W,-3.5375636,-8.122949,0.0,0.0,0.0,0.0,0.0,0.0
OL7796768W,-6.575139,-2.211905,15.592392,6.237008,0.0,0.0,0.0,0.0
OL117916W,-3.2940998,-8.208721,0.0,0.0,-16.69626,7.410188,0.0,0.0
OL272695W,-7.2837586,-5.814424,0.0,0.0,0.0,0.0,0.0,0.0
OL7988255W,-7.342581,-5.5095186,0.0,0.0,0.0,0.0,0.0,0.0
OL1319498W,-8.541581,-7.2589536,0.0,0.0,0.0,0.0,0.0,0.0
OL5695999W,1.5597938,-3.3523264,0.0,0.0,0.0,0.0,0.0,0.0
OL15064048W,-0.38611758,0.6015707,0.0,0.0,0.0,0.0,0.0,0.0
OL2999392W,2.333108,-2.869901,0.0,0.0,0.0,0.0,0.0,0.0
OL20104719W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL7093624W,0.9691599,-3.3181043,0.0,0.0,0.0,0.0,0.0,0.0
OL16044492W,1.8982878,-2.8439407,0.0,0.0,0.0,0.0,0.0,0.0
OL5969057W,-0.410752,-4.5057597,0.0,0.0,0.0,0.0,0.0,0.0
OL52114W,1.0629201,-3.2967951,-14.970205,17.334312,0.0,0.0,0.0,0.0
OL582157W,-5.1731315,-5.5863404,0.0,0.0,0.0,0.0,0.0,0.0
OL3747628W,-5.248781,-5.5640626,0.0,0.0,0.0,0.0,0.0,0.0
OL12166080W,1.5405695,-3.4892497,0.0,0.0,0.0,0.0,0.0,0.0
OL52062W,1.540792,-3.5386891,0.0,0.0,0.0,0.0,0.0,0.0
OL52266W,1.1208717,-3.4729042,-14.946713,17.333723,0.0,0.0,23.197014,-6.108594
OL262454W,-2.4013586,-8.856894,-15.757372,15.480995,13.7144985,9.910178,-18.330402,28.24556
OL5737371W,-1.8571442,-2.8664834,0.0,0.0,27.09951,12.029345,0.0,0.0
OL496156W,-9.201579,-7.420783,-23.310312,14.117343,0.5825154,-12.702925,0.0,0.0
OL496149W,-9.351066,-7.2235575,0.0,0.0,0.0,0.0,0.0,0.0
OL5727044W,-0.97943,-3.2488718,0.0,0.0,0.0,0.0,0.0,0.0
OL8119422W,-1.9816608,-3.1586323,0.0,0.0,0.0,0.0,0.0,0.0
OL3753664W,-8.949429,-2.8955696,0.0,0.0,0.0,0.0,0.0,0.0
OL5727120W,-0.9702571,-3.1834147,-23.433939,14.499902,0.0,0.0,0.0,0.0
OL16060473W,-6.6176343,-4.5066395,0.0,0.0,0.0,0.0,0.0,0.0
OL5727108W,-1.0535119,-3.2150087,0.0,0.0,0.0,0.0,0.0,0.0
OL3274108W,-4.0992765,-4.0793543,0.0,0.0,0.0,0.0,0.0,0.0
OL13287931W,-0.8990583,-1.652319,0.0,0.0,-24.067163,6.177926,0.0,0.0
OL19697773W,-6.5583954,-4.401132,0.0,0.0,-24.183924,6.0964313,0.0,0.0
OL8364957W,-10.061296,-4.5255876,0.0,0.0,0.0,0.0,0.0,0.0
OL18805139W,-7.9679065,-3.2239475,0.0,0.0,0.0,0.0,0.0,0.0
OL8844060W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL8956229W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL2119949W,-9.471109,-5.460785,0.0,0.0,0.0,0.0,0.0,0.0
OL5844145W,-8.231513,-6.1168833,0.0,0.0,0.0,0.0,0.0,0.0
OL16491336W,-1.7207489,-4.2440763,0.0,0.0,0.0,0.0,0.0,0.0
OL2693097W,-3.5518956,-3.8039443,0.0,0.0,-24.153921,6.1430964,0.0,0.0
OL520956W,-5.1194544,-5.6868114,-23.238916,14.691637,-14.32381,10.121057,-11.295126,27.76629
OL9973101W,-0.36221278,-4.4594436,-17.187155,15.989878,2.2790596,2.679537,0.0,0.0
OL1783377W,-6.7300534,-5.4771185,-15.309291,16.154917,-8.396785,5.2601037,3.3683858,7.4047756
OL8139568W,-1.5621384,-2.1637597,0.0,0.0,0.0,0.0,0.0,0.0
OL20262W,-7.4205256,-5.652847,-23.42085,14.096417,1.5962263,6.508248,3.3588772,7.385339
OL284446W,-7.0079827,-4.06109,0.0,0.0,0.0,0.0,0.0,0.0
OL2652001W,-6.846306,-3.4752932,6.8075533,11.663882,-1.4614716,21.461523,0.0,0.0
OL2465561W,-6.9773355,-4.076505,-23.538393,14.080172,-24.135778,6.094732,0.0,0.0
OL18854309W,-6.970068,-5.2733545,0.0,0.0,-24.100742,6.1252646,-22.383184,26.91377
OL5856511W,0.29242173,-4.3537774,-18.543373,16.016628,0.0,0.0,0.0,0.0
OL5749937W,-7.0022507,-5.5144973,-23.506245,14.232159,-24.08913,6.1905875,0.0,0.0
OL165721W,-3.0050998,-8.319867,0.0,0.0,13.083727,7.4243546,0.0,0.0
OL5913589W,-10.735068,-8.463067,0.0,0.0,22.113964,-0.17480497,0.0,0.0
OL15123808W,-10.57452,-7.771635,0.0,0.0,-24.039293,6.1526847,0.0,0.0
OL5594969W,-10.658002,-7.3959284,0.0,0.0,0.0,0.0,0.0,0.0
OL446035W,-1.7845747,-7.5401635,-20.83462,16.799274,17.382841,-17.155586,-22.19742,27.07472
OL708250W,-10.612454,-7.796877,0.0,0.0,0.0,0.0,0.0,0.0
OL9013067W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL1610404W,-6.4248548,-4.5554295,-23.554924,14.124595,-18.336847,7.656487,-22.360432,26.974846
OL5399798W,-2.7491682,-1.5649438,0.0,0.0,0.0,0.0,0.0,0.0
OL8453737W,-10.690321,-6.9075804,0.0,0.0,0.0,0.0,0.0,0.0
OL19802618W,-2.6330144,-1.5760047,0.0,0.0,0.0,0.0,0.0,0.0
OL3298675W,-2.784154,-1.5871547,0.0,0.0,0.0,0.0,0.0,0.0
OL504862W,-2.7218509,-1.5907348,0.0,0.0,0.0,0.0,0.0,0.0
OL5712235W,-2.6238387,-1.7635847,0.0,0.0,13.709611,9.93942,0.0,0.0
OL5712232W,-2.6202197,-1.7635834,0.0,0.0,13.709642,9.939331,0.0,0.0
OL441110W,-2.6718771,-1.6233679,0.0,0.0,0.0,0.0,0.0,0.0
OL5712226W,-2.6247737,-1.7814418,0.0,0.0,0.0,0.0,0.0,0.0
OL6918670W,-6.885792,-4.6413574,0.0,0.0,0.0,0.0,0.0,0.0
OL8508477W,-2.7717159,-1.5807151,0.0,0.0,0.0,0.0,0.0,0.0
OL2006398W,-2.6737385,-1.6617123,0.0,0.0,0.0,0.0,0.0,0.0
OL1952921W,-2.819553,-1.5786247,0.0,0.0,0.0,0.0,0.0,0.0
OL4081651W,-1.984474,-1.3843794,0.0,0.0,0.0,0.0,0.0,0.0
OL8304267W,-6.4637585,-4.492729,0.0,0.0,0.0,0.0,0.0,0.0
OL4988914W,-2.7975984,-1.5552045,0.0,0.0,0.0,0.0,0.0,0.0
OL4817756W,-2.7907405,-1.5580022,0.0,0.0,0.0,0.0,0.0,0.0
OL998773W,-10.860382,-9.213241,0.0,0.0,0.0,0.0,0.0,0.0
OL998753W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL998822W,-2.6727529,-1.6518915,0.0,0.0,0.0,0.0,0.0,0.0
OL488296W,-6.967721,-3.1625307,-23.47688,14.134301,-24.05958,6.156772,3.464112,-9.659338
OL1850340W,-1.5779203,-5.455302,0.0,0.0,-24.10783,6.103952,0.0,0.0
OL14178W,-1.983864,-4.5502853,0.0,0.0,11.99778,6.2021394,0.0,0.0
OL15027816W,-2.1429691,-4.7945943,0.0,0.0,12.325064,23.616415,0.0,0.0
OL14181W,-2.0223382,-5.029686,0.0,0.0,10.666339,22.940977,3.7225769,-9.760456
OL14174W,-2.0542126,-4.754794,0.0,0.0,17.377878,-17.131779,0.0,0.0
OL14176W,-1.8901458,-4.615239,0.0,0.0,0.0,0.0,0.0,0.0
OL15027821W,-4.401432,-2.7535844,0.0,0.0,0.0,0.0,0.0,0.0
OL15027833W,-3.1626616,-4.825359,0.0,0.0,0.0,0.0,0.0,0.0
OL8756262W,-1.4699919,-4.205497,0.0,0.0,0.0,0.0,0.0,0.0
OL8756250W,-1.204229,-3.9449344,0.0,0.0,0.0,0.0,0.0,0.0
OL3344205W,-9.951571,-5.0590477,0.0,0.0,0.0,0.0,0.0,0.0
OL3344215W,-9.953208,-4.9834814,0.0,0.0,0.0,0.0,0.0,0.0
OL716760W,-7.2085586,-5.2584257,-23.04717,14.882415,-11.732729,0.7577958,-22.086847,27.824625
OL22471666W,-7.093418,-5.2776694,0.0,0.0,0.0,0.0,0.0,0.0
OL22471733W,-6.6263947,-5.533123,0.0,0.0,0.0,0.0,0.0,0.0
OL641998W,-6.9004645,-5.345025,-22.904257,15.026211,-24.008457,6.3591027,-2.4211726,18.06357
OL716764W,-8.694234,-5.29752,0.0,0.0,0.0,0.0,0.0,0.0
OL716768W,-9.95089,-4.4531975,-23.022427,14.963127,0.0,0.0,0.0,0.0
OL16205576W,-6.7211137,-5.4396276,-23.075253,14.914727,-24.06286,6.1598573,0.0,0.0
OL15155208W,-1.4820646,-7.248084,0.0,0.0,0.0,0.0,0.0,0.0
OL731644W,2.039588,-4.1638374,0.0,0.0,0.0,0.0,0.0,0.0
OL94858W,-0.19156724,-6.692119,-23.429914,14.096138,-4.440268,5.633421,0.0,0.0
OL15212940W,-9.225742,-7.166817,0.0,0.0,0.0,0.0,0.0,0.0
OL4805584W,-9.960248,-6.369835,0.0,0.0,0.0,0.0,0.0,0.0
OL5729091W,-2.153773,-4.552011,0.0,0.0,-18.437534,7.450588,0.0,0.0
OL16323923W,-1.9843117,-4.7532554,0.0,0.0,0.0,0.0,0.0,0.0
OL16068027W,-1.871225,-4.7953615,0.0,0.0,0.0,0.0,0.0,0.0
OL5730759W,-1.9379679,-4.7457724,0.0,0.0,3.6118863,0.14839037,0.0,0.0
OL5730763W,-2.002982,-4.751146,0.0,0.0,3.5823853,0.15838608,0.0,0.0
OL5730766W,-1.9475809,-4.810006,0.0,0.0,0.0,0.0,0.0,0.0
OL5730757W,-1.9346496,-4.761967,0.0,0.0,0.0,0.0,0.0,0.0
OL1871462W,-7.446064,-5.763572,-23.477648,13.997725,0.0,0.0,0.0,0.0
OL2711613W,-3.4554632,-3.8873844,0.0,0.0,1.2878376,6.7012296,0.0,0.0
OL26528748W,-10.847341,-9.176848,0.0,0.0,0.0,0.0,0.0,0.0
OL151583W,-8.747156,-4.0097103,0.0,0.0,0.0,0.0,0.0,0.0
OL112644W,-9.0640335,-4.1426964,0.0,0.0,0.0,0.0,0.0,0.0
OL8252615W,-5.0877132,-3.8428545,0.0,0.0,0.0,0.0,0.0,0.0
OL14951877W,-7.0941668,0.49453586,0.0,0.0,0.0,0.0,0.0,0.0
OL678515W,-9.045328,-4.2287507,-19.85671,17.991488,0.0,0.0,23.29347,-6.0412903
OL678353W,-9.099384,-4.3013506,-19.853552,18.011559,0.0,0.0,0.0,0.0
OL14920688W,-9.092255,-4.49962,0.0,0.0,0.0,0.0,0.0,0.0
OL379970W,-9.186405,-3.5012925,8.938212,17.8433,0.0,0.0,0.0,0.0
OL1960233W,-9.397655,-3.708062,8.993351,17.825716,0.0,0.0,0.0,0.0
OL451778W,-1.8189112,-2.4532397,-23.468414,14.060904,27.238363,12.138421,0.0,0.0
OL15101W,-1.6569043,-2.571094,0.0,0.0,0.0,0.0,0.0,0.0
OL15110727W,-4.6481686,-4.1019,0.0,0.0,0.0,0.0,0.0,0.0
OL2726456W,-10.939219,-9.020212,0.0,0.0,0.0,0.0,0.0,0.0
OL14956985W,-10.81351,-9.06628,0.0,0.0,0.0,0.0,0.0,0.0
OL14677W,-1.711196,-6.1579804,-23.446985,14.319871,0.5974385,-12.689508,-22.224678,27.077312
OL20985267W,-0.29083413,-6.642099,0.0,0.0,0.0,0.0,0.0,0.0
OL2751582W,-9.992537,-4.651462,0.0,0.0,0.0,0.0,0.0,0.0
OL3338128W,-9.760592,-4.666516,0.0,0.0,0.0,0.0,0.0,0.0
OL28009W,-1.5707136,-6.1096945,0.0,0.0,0.0,0.0,0.0,0.0
OL273453W,-8.264993,-4.104323,0.0,0.0,0.0,0.0,0.0,0.0
OL2929638W,-2.631241,-5.590897,0.0,0.0,-8.387085,5.277841,0.0,0.0
OL1843739W,-2.8613088,-6.514787,0.0,0.0,-18.386038,7.342978,0.0,0.0
OL15857769W,-6.830151,-7.0349445,10.797071,-1.5889845,12.2392435,6.642922,-3.0250406,11.079133
OL259017W,-10.489222,-8.376435,15.554759,6.1992044,3.5610464,2.853906,-7.677804,29.78155
OL15855527W,-6.988479,-4.076772,-23.412836,14.164235,-0.26561558,4.4155164,-22.400555,26.823769
OL20715162W,-0.90299165,-0.06596214,0.0,0.0,0.0,0.0,0.0,0.0
OL27421760W,-0.83753854,-0.038547058,0.0,0.0,0.0,0.0,0.0,0.0
OL16025499W,-0.8871087,-0.08052402,-23.502811,14.209231,-2.9694717,3.7147162,0.0,0.0
OL5735189W,-0.3225874,0.4313611,0.0,0.0,-2.983419,3.7094202,0.0,0.0
OL8786325W,-1.0811058,-2.3249543,-23.55572,14.191742,0.0,0.0,0.0,0.0
OL49663W,1.5881915,-3.49656,0.0,0.0,0.0,0.0,0.0,0.0
OL18159361W,-3.2708206,-6.9921365,0.0,0.0,0.0,0.0,0.0,0.0
OL7924199W,0.33730885,-2.7476025,0.0,0.0,0.0,0.0,0.0,0.0
OL15075167W,-7.43062,-5.089997,-23.313433,14.175671,-24.126268,6.1031446,0.0,0.0
OL13709742W,-0.63742167,-5.6494446,0.0,0.0,0.0,0.0,0.0,0.0
OL274774W,-9.451749,-5.427544,0.0,0.0,0.0,0.0,0.0,0.0
OL668670W,-7.357201,-4.170477,0.0,0.0,0.0,0.0,0.0,0.0
OL14849237W,-6.1502457,-5.090835,-23.461805,14.260525,-23.987835,6.3600535,0.0,0.0
OL5683880W,-1.7139183,-5.637604,0.0,0.0,0.0,0.0,0.0,0.0
OL2625415W,-4.365976,-4.420984,-23.316137,14.281806,-17.139467,18.921432,0.0,0.0
OL2625443W,-4.3024116,-4.4584403,0.0,0.0,-17.098621,18.933289,3.5323703,-9.59453
OL16502604W,-0.5670388,-5.702639,0.0,0.0,0.0,0.0,0.0,0.0
OL94861W,-1.8791573,-5.4354024,0.0,0.0,0.0,0.0,0.0,0.0
OL94860W,-2.1299224,-4.4513645,0.0,0.0,0.0,0.0,0.0,0.0
OL94862W,-2.1984627,-4.5288005,0.0,0.0,0.0,0.0,0.0,0.0
OL98481W,-3.3439026,-4.6928368,0.0,0.0,0.0,0.0,-13.3970785,29.312792
OL98465W,-7.118694,-6.2151117,0.0,0.0,0.0,0.0,0.0,0.0
OL98487W,-5.1131873,-5.641776,0.0,0.0,0.0,0.0,0.0,0.0
OL98472W,-3.4821095,-4.73311,0.0,0.0,-18.758549,6.9094934,0.0,0.0
OL98479W,1.2644479,-3.6020062,0.0,0.0,0.0,0.0,0.0,0.0
OL98469W,-6.4809165,-5.43674,0.0,0.0,-23.919256,6.2722216,0.0,0.0
OL15998889W,-7.1724586,-6.1066246,-23.392439,14.005191,0.0,0.0,3.782577,-9.5880165
OL98483W,-7.1952357,-6.214015,-23.390844,14.01933,0.0,0.0,3.6625414,-9.530968
OL10567759W,-7.640894,-4.055582,-7.108065,29.488895,0.0,0.0,0.0,0.0
OL15006708W,-3.4891465,-3.832255,0.0,0.0,0.0,0.0,0.0,0.0
OL103163W,0.56556845,-3.2339964,0.0,0.0,0.0,0.0,0.0,0.0
OL103189W,-2.5419552,-4.7525187,-23.399136,14.24307,1.9469022,6.5485444,0.0,0.0
OL14925685W,-4.4062505,-2.7370691,0.0,0.0,0.0,0.0,0.0,0.0
OL103196W,2.3089123,-2.875486,0.0,0.0,1.9125571,6.523131,-22.480104,26.977596
OL103127W,0.18538816,-4.4776025,0.0,0.0,0.0,0.0,0.0,0.0
OL103179W,-7.4564457,-3.6285253,-23.404924,14.241832,0.0,0.0,0.0,0.0
OL103181W,-2.0114653,-3.2063963,0.0,0.0,0.0,0.0,0.0,0.0
OL103151W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL274747W,1.5880455,-2.9721482,0.0,0.0,0.0,0.0,0.0,0.0
OL103164W,0.54825646,-3.2530377,0.0,0.0,0.0,0.0,0.0,0.0
OL1168039W,-6.889815,-3.1686683,6.654335,11.324349,0.0,0.0,3.4329953,-9.583984
OL1168147W,-7.361392,-3.5017798,-0.28463453,-7.5818653,0.0,0.0,0.0,0.0
OL1168169W,-7.244851,-6.749703,-0.2846197,-7.5818825,6.2868347,12.487389,-19.54895,27.733883
OL1168209W,-1.9143492,-5.4772596,0.0,0.0,11.999248,6.206138,1.1416457,5.561919
OL1168202W,-4.474532,-2.7230136,0.0,0.0,0.0,0.0,0.0,0.0
OL15321W,-4.989857,-3.6281044,0.0,0.0,0.0,0.0,-20.179708,27.278234
OL1901521W,-1.197918,-4.5594482,0.0,0.0,0.0,0.0,0.0,0.0
OL1901529W,-6.915474,-6.3899026,-15.640441,16.233566,0.0,0.0,3.704554,-9.711002
OL1901528W,-2.9491754,-6.207999,0.0,0.0,-5.7889357,7.7589655,0.0,0.0
OL1901511W,-0.65038854,-5.661878,0.0,0.0,0.0,0.0,0.0,0.0
OL1901527W,-9.2009735,-5.431568,0.0,0.0,-24.073679,6.247608,0.0,0.0
OL1901530W,-1.4413118,-4.6385884,0.0,0.0,-17.428661,4.5417333,0.0,0.0
OL16035746W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL3254088W,-5.327172,-1.7070961,0.0,0.0,-18.76763,7.8785377,0.0,0.0
OL4452486W,-5.6637397,-4.3754883,0.0,0.0,-12.866994,4.2140965,3.7387202,-9.756004
OL274518W,-4.2765193,-3.560785,0.0,0.0,-6.2515254,-15.213811,0.0,0.0
OL8105421W,-11.010045,-9.120026,0.0,0.0,0.0,0.0,0.0,0.0
OL8972751W,-1.632534,-5.4708934,-23.34543,14.297772,-18.50187,8.062469,3.3082333,7.325506
OL3189372W,-4.83086,-5.75715,0.0,0.0,13.865795,14.744168,-22.406782,26.959566
OL49486W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL3246392W,-6.5440106,-5.3905597,-23.226938,14.559716,-24.091053,6.1908965,-4.406403,17.915094
OL3763273W,-7.0031004,-5.281029,-23.22253,14.750133,10.575046,-14.0550375,-22.40374,26.87755
OL8253922W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OL5850236W,-7.8446226,-6.932142,0.0,0.0,10.560474,-14.040506,0.0,0.0
OL17739952W,-5.45626,-9.896691,0.0,0.0,17.31339,-17.240328,0.0,0.0
OL81294W,-2.4342022,-4.5725474,6.319697,11.124148,11.855599,7.12896,0.8930736,6.3388424
OL2647505W,-9.0695915,-5.579984,0.0,0.0,0.0,0.0,0.0,0.0
OL1929396W,-9.377599,-5.5457263,0.0,0.0,-2.0640059,3.8804262,0.0,0.0
