,Unnamed: 0,work,subjects,people,times,places
7746,7746,OL3955731W,"['Authorship', 'Detective and mystery stories', 'Detective and mystery stories, technique']",,,
7747,7747,OL1839851W,"['Antiquities', 'Civilization, Classical', 'Classical Civilization', 'Classical antiquities', 'Description and travel', 'Travel', 'History', 'Civilization, classical', 'Mediterranean region, antiquities', 'Mediterranean region, description and travel', 'Mediterranean region, history', 'Melodrama', 'Romanticism', 'Melodrama in motion pictures', 'Motion pictures', 'History and criticism']",,,['Mediterranean Region']
7748,7748,OL1839852W,"['Description and travel', 'History', 'Travel', 'Journeys', 'Voyages', 'Descriptions et voyages', 'Histoire', 'Balkan peninsula, history', 'Balkan peninsula, description and travel']",['Robert D. Kaplan (1952-)'],,"['Balkan Peninsula', 'Balkan Peninsular', 'Balkans']"
7749,7749,OL8203616W,,,,
7750,7750,OL61710W,"['God', 'Parent and child', 'Fiction', 'God, juvenile literature']",,,
7751,7751,OL5745254W,"['Neckties', 'Scarves', 'Knots and splices', 'Ropework', 'Ribbon work', 'Bows (Ribbon work)']",,,
7752,7752,OL21002869W,"['London (england), fiction', 'Women lawyers, fiction', 'Fiction, romance, general', 'Mistaken identity', 'Fiction', 'Women lawyers', 'Country homes', 'Housekeepers', 'Household employees', 'Life change events', 'England, fiction', 'Fiction, romance, contemporary']",,,
7753,7753,OL14907745W,"['Modern romance', 'Fiction', 'Women authors', 'Short stories', 'Short stories, english', 'England, fiction', 'Love stories', 'English Romance fiction', 'American Romance fiction', 'English Short stories', 'American Short stories']",,,
7754,7754,OL5730765W,"['Open Library Staff Picks', 'Fiction', 'Romance', 'New York Times bestseller', 'Young women', 'Humor (Fiction)', 'Businesswomen', 'nyt:e-book_fiction=2011-10-01', 'Fiction, humorous', 'Young women, fiction', 'England, fiction', 'Fiction, women', 'Fiction, romance, contemporary', 'Fiction, humorous, general']","['Emma Corrigan (Fictitious character)', 'Jack Harper (Fictitious character)', 'Connor Martin (Fictitious character)']",['2000s'],['England']
7755,7755,OL503093W,"['Women art teachers', 'Women dog owners', 'Fiction', 'Romance', 'Man-woman relationships', 'Life change events', 'Large type books', 'New York Times reviewed']",,,
7756,7756,OL15393905W,"['Documentary films', 'Fiction', 'Motion picture actors and actresses', 'Sisters', 'Production and direction', 'Women motion picture producers and directors', 'Ohio, fiction', 'Sisters, fiction', 'Fiction, romance, contemporary', 'Actresses, fiction', 'Fiction, humorous, general']",,,['Ohio']
7757,7757,OL503056W,,,,
7758,7758,OL503042W,"['Man-woman relationships', 'Single women', 'Fiction', 'Basset hound', 'Fiction, romance, contemporary', 'Single women, fiction', 'Dog owners, fiction', 'Man-woman relationships, fiction']",,,
7759,7759,OL503089W,"['Embezzlement', 'Divorced women', 'Police', 'Divorced women in fiction', 'Police in fiction', 'Fiction', 'Romance', 'Embezzlement in fiction', 'Contemporary Romance', 'Divorced women -- Fiction.', 'Fiction, romance, suspense', 'Divorced people, fiction', 'Large type books']",,,
7760,7760,OL16062728W,"['Private investigators', 'Fiction', 'Fiction, romance, contemporary']",,,
7761,7761,OL503066W,"['Fiction', 'Mate selection', 'Single women', 'Family-owned business enterprises', 'Golf resorts', 'Business consultants', 'Single people', 'Man-woman relationships', 'Kentucky, fiction', 'Fiction, romance, general', 'Fiction, romance, contemporary']",,,
7762,7762,OL15155127W,"['Fiction', 'Magic']",,,
7763,7763,OL14958567W,,,,
7764,7764,OL503054W,,,,
7765,7765,OL503048W,"['Drama', 'Gilmore girls (Television program)', 'Fiction', 'Mothers and daughters', 'Television programs']",,,
7766,7766,OL14908944W,"['Jóvenes (Mujeres)', 'Overweight women', 'Mujeres de peso excesivo', 'Fiction', 'Young women', 'Cuentos humorísticos', 'Women journalists', 'Mujeres como periodistas', 'Cuentos de amor', 'Ficción']",,,
7767,7767,OL16035303W,"['Conduct of life', 'Fiction', 'Dating (Social customs)', 'Fiction, general']",,,
7768,7768,OL892044W,,,,
7769,7769,OL892048W,"['Man-woman relationships', 'Seduction', 'Dating (social customs)', 'Men, psychology']",,,
7770,7770,OL892056W,"['Fiction', 'Young women', 'Fiction, humorous', 'England, fiction', 'Young women, fiction', 'Fiction, humorous, general']",,,['England']
7771,7771,OL892050W,,,,
7772,7772,OL797343W,"['Literary collections', 'Travel', 'Description and travel', 'Venice (italy), description and travel']",,,
7773,7773,OL2698669W,"['Fiction', 'Interracial marriage', 'Racially mixed children', 'Domestic fiction', 'Boston (Mass.)', 'African Americans', 'Race identity', 'Fiction, sagas', 'Boston (mass.), fiction', 'Massachusetts, fiction']",,,"['Boston', 'Boston (Mass.)', 'Massachusetts']"
7774,7774,OL22906W,"['New york (n.y.), fiction', 'Fiction, thrillers, espionage', 'Soviet Espionage', 'Fiction', 'Fiction, espionage', 'Fiction, thrillers, general', 'Nelson De Mille', 'Nelson DeMille', 'Adult', 'Literature', 'Novel', 'Hardcover', 'Paperback', 'e-book', 'Kindle', 'Crime', 'Soviet', 'Espionage', 'Cold War', 'Spy', 'Adventure', 'Detective', 'Murder', 'Mystery', 'Thriller', 'Large type books', 'Fiction, mystery & detective, general', 'Spy stories']",['Russian'],['Late 20th Century'],"['New York City', 'Russia', 'Soviet']"
7775,7775,OL22911W,"['Terrorism, fiction', 'Fiction, thrillers, general', 'Libya, fiction', 'Serial murders, fiction', 'Corey, john (fictitious character), fiction', 'Fiction', 'History', 'Prevention', 'Serial murders', 'Terrorism', 'Literature', 'Open Library Staff Picks', 'Government investigators', 'Bombardment of Libya (1986) fast (OCoLC)fst01352082', 'John Corey (Fictitious character)', 'Detectives', 'Terrorists', 'Suspense fiction', 'Fiction, thrillers', 'Large type books', 'Adventure and adventurers', 'Adventure fiction', 'Ex-police officers', 'Ex-policiers', 'Romans, nouvelles', 'Terrorisme', 'Prévention']",,"['Bombardment, 1986']","['Libya', 'United States']"
7776,7776,OL22901W,"['Vietnam War, 1961-1975', 'Fiction', 'Fiction, thrillers, suspense', 'Tyson, ben (fictitious character), fiction', 'Vietnamese Conflict, 1961-1975', 'Suspense', 'Fiction, thrillers, general', 'Large type books', 'Vietnam War (1961-1975) fast (OCoLC)fst01431664', 'Vietnam War (1961-1975)']",,,
7777,7777,OL22908W,"['Treasure-trove in fiction', 'Murder', 'Biological warfare', 'Detective and mystery stories', 'Fiction', 'Investigation', 'Treasure-trove', 'Open Library Staff Picks', 'New York (N.Y.).', 'Research', 'New York (N.Y.). Police Dept', 'John Corey (Fictitious character)', 'Viruses', 'Fiction, mystery & detective, general', 'Terrorists, fiction', 'Long island (n.y.), fiction', 'Corey, john (fictitious character), fiction', 'Large type books', 'Suspense fiction', 'General', 'nyt:combined-print-and-e-book-fiction=2012-11-25', 'New York Times bestseller', 'Homicide investigation', 'Treasure troves', 'New York (N.Y.). Police Dept.', 'Fiction, general']",,,"['Long Island', 'New York', 'New York (State)', 'Plum Island', 'Plum Island (Mass.)', 'Plum Island (N.Y.)', 'United States']"
7778,7778,OL22900W,"['Fiction', 'Abused wives', 'Man-woman relationships', 'Suspense fiction', 'Suspense', 'Fiction, thrillers', 'Large type books', 'Ohio, fiction', 'Man-woman relationships, fiction', 'Fiction, suspense', 'Fiction, thrillers, general', 'Wife abuse', 'Abused women', 'Fiction, thrillers, suspense', 'Femmes victimes de violence', 'Romans, nouvelles', 'Romantic suspense', 'American fiction', 'Roman américain']",,,"['Spencerville (Ohio)', 'Ohio', 'Spencerville']"
7779,7779,OL22907W,"['Mystery', 'Vietnamese Conflict, 1961-1975', 'War stories', 'Detective and mystery stories', 'Vietnam War, 1961-1975', 'Government investigators', 'Fiction', 'Americans', 'Mystery fiction', 'Fiction, general', 'Vietnam War (1961-1975) fast (OCoLC)fst01431664', 'Americans in Vietnam', 'Military offenses', 'Murder', 'Investigation', 'Vietnam war, 1961-1975, fiction', 'Vietnam, fiction', 'Fiction, war & military', 'Brenner, paul (fictitious character), fiction', 'Fiction, thrillers, suspense', 'Large type books']",,,"['Vietnam', 'United States']"
7780,7780,OL8035372W,"['Jongeren', 'Youth', 'Suicide', 'Psychology', 'Behavioral Symptoms', 'Suicidal behavior', 'Mood Disorders', 'Health and Fitness', 'Zelfmoord', 'Children', 'Youth, suicidal behavior']",,,
7781,7781,OL15841513W,"['AIDS (disease) -- patients', 'exiles', 'Homosexuels masculins', 'Biography', 'Autores cubanos', 'Biographies', 'Écrivains cubains', 'Cuban Authors', 'Biografía', ""Gays' writings"", 'Gay men', 'Escritos de hombres gays', 'Homophobia in politics and government', 'Gay authors', 'Gay prisoners', 'Authors, biography', 'Authors, cuban']",['Reinaldo Arenas (1943-1990)'],"['20th century', 'Siglo XX', '20e siècle']","['Cuba', 'Havana', 'New York']"
7782,7782,OL15128445W,"['Fiction, fantasy, general']",,,
7783,7783,OL14860049W,"['Ex-convicts', 'Fiction', 'Large type books', 'Fiction, psychological']",,,
7784,7784,OL5804760W,,,,
7785,7785,OL2645795W,"['Vampires', 'Fiction']",,,
7786,7786,OL16608987W,"['Indian captivities', 'Juvenile fiction', 'Comanche Indians', 'Frontier and pioneer life', 'Fiction', ""Children's fiction"", 'Love, fiction']",['Cynthia Ann Parker (1827?-1864)'],,
7787,7787,OL8843997W,"['Erotic stories', 'Fiction', 'Jealousy', 'African American women', 'Drug traffic', 'Fiction, thrillers, general', 'Fiction, erotica', 'African americans, fiction', 'Fiction, erotica, general']",,,
7788,7788,OL3289640W,"['Cost control', 'Humorous recitations', 'Program budgeting', 'Production control', 'Project management']",,,
7789,7789,OL5852132W,"['Criticism and interpretation', 'Tarantino, quentin, 1963-']",['Quentin Tarantino'],,
7790,7790,OL2724326W,"['Political science', 'History', 'Collected works', 'Philosophy', 'Political science, history', 'Theories', 'Science politique', 'Histoire', 'Collections', 'Politieke theorieën', 'Reformatie', 'Renaissance', 'Philosophie politique', 'Idées politiques', 'Seizième siècle']",,,
7791,7791,OL1977416W,"[""Scarlett O'Hara (Fictitious character)"", 'Gone with the wind (Motion picture)', 'Gone with the wind (motion picture)', 'Motion pictures, history', 'Gone with the Wind (motion picture)', 'Film', 'History & Criticism', 'Performing arts', 'Dreharbeit', 'Gone with the wind']",,,
7792,7792,OL7920103W,"['American Short stories', 'Fiction, short stories (single author)']",,,
7793,7793,OL23095573W,"['American essays, 20th century', 'Essays (single author)']",,,
7794,7794,OL2751735W,"['Fiction, psychological']",,,
7795,7795,OL16050386W,"['Trading posts', 'Government relations', 'Indians of North America', 'Orphans', 'Cherokee Indians', 'Fiction', 'Man-woman relationships', 'Native Americans', 'Indians of north america, fiction', 'Fiction, historical, general', 'Southern states, fiction']",,['1789-1869'],['Southern States']
7796,7796,OL18396273W,"['Watershed management', 'Decision making', 'Citizen participation', 'Watersheds']",,,['United States']
7797,7797,OL5836290W,"['Family problems', 'Fiction', 'Forgiveness', 'Interpersonal relations', 'Juvenile fiction', 'Self-esteem', 'Sex', 'Dysfunctional families', 'California, fiction', 'Family life, fiction', 'Interpersonal relations, fiction', 'Sex, fiction', ""Children's fiction"", 'Self-esteem, fiction', 'Families', 'American Young adult fiction', 'Bullying']",,,['California']
7798,7798,OL17896988W,"['Feminism and literature', 'Study skills', 'Literatuuronderwijs', 'Etude et enseignement', 'Femmes et litterature', 'Histoire', 'Criticism and interpretation', 'Histoire et critique', 'Femmes ecrivains', 'Study and teaching', 'Critique et interpretation', 'Women and literature', 'Litterature canadienne', 'Feminisme et litterature', ""Handmaid's tale"", ""Handmaid's tale (Atwood, Margaret)"", 'History', 'Atwood, margaret eleanor, 1939-', 'Literature, study and teaching']",,,
7799,7799,OL16032491W,"['East Indian Americans', 'Children of immigrants', 'Bildungsromans', 'Fiction', 'Appreciation', 'Assimilation (Sociology)', 'Young men', 'Alienation (Social psychology)', 'Domestic fiction', 'Art appreciation', 'Sociology', 'Indian Americans', 'Assimilation', 'Alienation', 'Social psychology', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'Massachusetts, fiction', 'Asian americans, fiction', 'Fiction, coming of age', 'Fiction, family life', 'Fiction, family life, general']",['Nikolaĭ Vasilʹevich Gogolʹ (1809-1852)'],,['Massachusetts']
7800,7800,OL8561044W,"['Single women', 'Religious life', 'Catholic women', 'Miscellanea', 'Women, religious life']",,,
7801,7801,OL473546W,"['Natural history', 'Evolution (Biology)', 'Excellence', 'Nature', 'Science', 'Philosophy']",,,
7802,7802,OL473561W,"['Evolution (Biology)', 'Natural history', 'Philosophy', 'Popular works', 'Sciences naturelles', 'Biological Evolution', 'Natuurlijke historie', 'Ouvrages de vulgarisation', 'Evolution (Biologie)', 'Evolutie', 'Natural History', 'Paleontologie', 'Philosophie', 'Evolution', 'New York Times reviewed', ""Children's fiction"", 'Pigs, fiction']",,,
7803,7803,OL473548W,"['Geological time', 'Lyell, Charles, Sir, 1797-1875', 'Study and teaching', 'History', 'Géochronologie', 'Telluris theoria sacra (Burnet, Thomas)', 'Étude et enseignement', 'Histoire', 'Temps (philosophie)', 'Theory of the earth (Hutton, James)', 'Geology, history']","['Charles Lyell Sir (1797-1875)', 'James Hutton', 'James Hutton (1726-1797)', 'Thomas Burnet', 'Thomas Burnet (1635?-1715)']",,
7804,7804,OL473551W,"['Science', 'Science and state', 'Social aspects', 'Social aspects of Science', 'New York Times reviewed', 'Science, social aspects']",,,
7805,7805,OL473563W,"['History', 'Natural selection', 'Evolution', 'Evolution (Biology)', 'Evolutietheorie', 'Histoire', 'Évolution', 'Sélection naturelle', 'Evolutionstheorie', 'Naturgeschichte <Fach>', 'Biological Evolution', 'Biology', 'Genetic Selection', 'Natural History', 'Natural history']",,,
7806,7806,OL473560W,"['Evolution (Biology)', 'Natural history', 'Popular works', 'Evolution', 'Origin of species', 'New York Times reviewed']",,,
7807,7807,OL473558W,"['Evolution (Biology)', 'Evolution', 'Evolutietheorie', 'Évolution', 'Evolution (biologie)', 'Biological Evolution', 'Natural history', 'Origin of species']",,,
7808,7808,OL473554W,"['Natural history', 'Evolution (Biology)', 'Paleontology', 'Evolution']",['Stephen Jay Gould'],,
7809,7809,OL27827972W,"['Grief', 'Bereavement, psychological aspects', 'Death, psychological aspects', 'Women physicians', 'Women, united states, biography']",,,
7810,7810,OL3929662W,"['Attitude (Psychology)', 'Persuasion (Psychology)', 'Persuasion (Rhetoric)', 'Cognition & cognitive psychology', 'Communication Studies', 'General', 'Social Science', 'Language Arts / Linguistics / Literacy', 'Sociology', 'Communication', 'Linguistics', 'Social Psychology', 'Language Arts & Disciplines / Communication', 'Persuasion (rhetoric)', 'Persuasion (psychology)', 'Attitude (psychology)']",,,
7811,7811,OL6412949W,"['Fiction', 'Juvenile Fiction', 'Exorcism', 'Fantasy', 'Teenage fiction', 'Exorcisme', 'Romans, nouvelles', 'Witchcraft, fiction', 'Horror stories', ""Children's fiction""]",,,
7812,7812,OL481941W,"['Espionage', 'Intelligence service', 'Private investigators', 'Intelligence service, united states', 'Detectives']",,,['United States']
7813,7813,OL2754190W,"['Vegetarian cookery', 'Vegetarianism', 'Vegetarian cookery.', 'Vegetarianism.', 'Vegetarian cooking', 'Nutrition']",,,
7814,7814,OL15132947W,"['Veterinary emergencies', 'Foster Hospital for Small Animals', 'Animals', 'Anecdotes', 'Veterinary medicine', 'Veterinary hospitals', 'Animal welfare', 'Boston (mass.), hospitals']",,,"['Grafton', 'Massachusetts']"
7815,7815,OL2923694W,"['Juvenile literature', 'Veterinary emergencies', 'Veterinarians', 'Veterinary medicine', 'Animal health', 'Veterinarians, juvenile literature']",,,
7816,7816,OL5772006W,"['11 de septiembre de 2001, Atentados terroristas del', 'Evaluación', 'Evaluation', 'Government policy', 'Guerra contra el terrorismo, 2001-', 'History', 'Intelligence service', 'National security', 'Nonfiction', 'Politics', 'Política oficial', 'Prevención', 'Prevention', 'Qaida (Organización)', 'Qaida (Organization)', 'Seguridad nacional', 'September 11 Terrorist Attacks, 2001', 'Servicio de inteligencia', 'Terrorism', 'Terrorismo', 'War on Terrorism, 2001-', 'War on Terrorism, 2001-2009', 'Prévention', 'Selbstmordattentat', 'USA', '9/11', 'Terrorisme', 'Overheidsbeleid', 'Al-Qaida (Organisation)', 'Évaluation', 'Kriegführung', 'Evaluatie', 'Service des renseignements', 'USA Department of Defense', 'Internationaler Terrorismus', 'Sécurité nationale', 'Politique gouvernementale', 'Prevention & control', 'War on Terrorism (2001-2009) fast (OCoLC)fst01754980', 'September 11 Terrorist Attacks (2001) fast (OCoLC)fst01112794', 'September 11 Terrorist Attacks', 'Veiligheidsdiensten', 'World Trade Center', '11 September 2001', 'Attentats du 11 septembre 2001, États-Unis', 'Public Policy', 'Fundamentalismus', 'Opération Liberté immuable, 2001-', 'War on Terrorism, 2001', 'Security Measures', 'September 11, 2001', 'Islam', 'September 11 terrorist attacks, 2001', 'Terrorism, prevention', 'Terrorism, united states', 'National security, united states', 'Qaida (organization)', 'Intelligence service, united states', 'War on terrorism, 2001-2009', 'National Commission on Terrorist Attacks upon the United States']",,,"['Estados Unidos', 'United States']"
7817,7817,OL17740795W,"['Women college graduates', 'Fiction', 'Employment', 'Women', 'Fiction, women', 'Fiction, coming of age', 'Young women, fiction', 'New york (n.y.), fiction']",,,
7818,7818,OL15330324W,"['Natural selection', 'Evolution', 'Evolution (Biology)', 'Origin', 'Human beings', 'Heredity', 'Human evolution', 'Biological Evolution']",,,
7819,7819,OL515201W,"['Beagle expedition (1831-1836)', 'Evolution', 'Natural selection', 'South america, description and travel', 'Origin of species', 'Evolution (Biology)', 'Natural history', 'Geology', 'Description and travel', 'Voyages around the world', 'History', 'Beagle Expedition (1831-1836)']",,,
7820,7820,OL5898468W,"['Evolution', 'Evolution (Biology)', 'Genetics', 'Origin of Species', 'Origin of species']",,,
7821,7821,OL15053126W,['Organized crime'],,,
7822,7822,OL3265463W,"['Plasma (Ionized gases)', 'Plasma (ionized gases)']",,,
7823,7823,OL1880167W,"['Criminal investigation', 'Enquetes criminelles']",,,
7824,7824,OL19857W,"['Fiction', 'Animals', ""Children's stories, English"", 'Short stories', ""Children's stories"", 'Animals, fiction', ""Children's fiction""]",,,
7825,7825,OL15127810W,"['Manners and customs', 'Fiction', 'British and irish fiction (fictional works by one author)', 'Short stories']",,,
7826,7826,OL19903W,"['Animals', ""Children's stories, English"", 'Fiction', 'Short stories', 'Juvenile fiction', 'Cuentos infantiles ingleses', 'Ficción juvenil', 'Animales', 'Translations into Spanish', 'Traducciones al español', 'Jungle animals', 'Translations into French', 'Translations into Italian', 'English Short stories', 'Folklore', 'Cuentos ingleses', 'Juvenile Literature', 'Classic Literature', 'Legends and stories of Animals', ""Children's fiction"", 'Animals, fiction', 'Large type books', 'British and irish fiction (fictional works by one author)']",,,
7827,7827,OL20121W,"['Juvenile poetry', ""Children's poetry, English"", 'Fathers and sons', 'Poetry', 'English poetry', 'Children: Grades 1-2', 'British and irish fiction (fictional works by one author)']",,,
7828,7828,OL1142292W,"['Issues of Presses', 'Hogarth', 'Facsimiles', 'Fiction', 'English Manuscripts', 'Classic Literature', 'English poetry', 'Poetry (poetic works by one author)', 'Eliot, t. s. (thomas stearns), 1888-1965']","['T. S. Eliot (1888-1965)', 'Paul Hyde Bonner']",,
7829,7829,OL1142205W,"['Eliot, t. s. (thomas stearns), 1888-1965', 'English poetry, history and criticism, 20th century']",,,
7830,7830,OL1142233W,"['Fiction', 'Poetry', 'English poetry', 'Poetry (poetic works by one author)']",,,
7831,7831,OL15068831W,"['Fiction', 'Stories in rhyme', 'Bears', 'Family reunions', 'Juvenile fiction', ""Children's fiction"", 'Bears, fiction']",,,
7832,7832,OL61705W,"['Bears', 'Fiction', 'Halloween', 'Stories in rhyme', ""Children's fiction"", 'Bears, fiction', 'Fear, fiction']",,,
7833,7833,OL13665354W,,,,
7834,7834,OL2960258W,"['Justice', 'Libertarianism', 'Liberalism', 'Communitarianism', 'Theory of justice', 'Kritik', 'Kommunitarismus', 'Liberalismus', 'Libertarianisme', 'Liberalisme', 'Sociale rechtvaardigheid', 'Communautarisme', 'Communitarisme', 'Controversen', 'Theory of justice (Rawls, John)', 'Communists']",['John Rawls (1921-2002)'],,
7835,7835,OL5959869W,"['Community', 'Equality', 'Liberty', 'Philosophy', 'Political science', 'Social justice', 'Communities']",,,
7836,7836,OL767627W,"['Character sketches', 'Humor, general']",,,
7837,7837,OL3282168W,"['Fiction', 'Fiction, westerns']",['Theodore Roosevelt (1858-1919)'],,['Dakota Territory']
7838,7838,OL3282237W,"['Fiction, westerns', 'Outlaws', 'Fiction', 'Marshals', 'Assassins', 'Western stories']",,,
7839,7839,OL532507W,"['Art', 'History', 'Art, history']",,,
7840,7840,OL17305966W,"['Wonders of the World Book series', 'landmarks', 'Brooklyn Bridge', 'Bridges, juvenile literature', 'Brooklyn bridge (new york, n.y.)']",['John Roebling'],,"['New York', 'Brooklyn']"
7841,7841,OL2007690W,"['Politics and government', 'Presidents', 'Biography', 'Adams, john, 1735-1826', 'United states, politics and government, 1783-1809']",['John Adams (1735-1826)'],['1797-1801'],['United States']
7842,7842,OL403974W,"['Yijing <Werk>', 'I Ching', 'Yi jing', 'Chinese Philosophy', 'Religion', 'Confucianism']",,,
7843,7843,OL8624105W,,,,
7844,7844,OL19128111W,"['Divination', 'Yi jing']",,,
7845,7845,OL13519W,"['Chinese Philosophy', 'Philosophy, Chinese', 'Yi jing']",,,
7846,7846,OL8369306W,,,,
7847,7847,OL18816673W,"['Science fiction', 'Graphic novels', 'Comics & graphic novels, science fiction']",,,
7848,7848,OL18517937W,"['Tailoring', 'Sewing', 'Dressmaking', 'Household linens']",,,
7849,7849,OL8235846W,,,,
7850,7850,OL19573980W,"['Introductions', 'Bible']",,,
7851,7851,OL8783669W,,,,
7852,7852,OL8634734W,"['Quilting', 'Patchwork', 'Patterns']",,,
7853,7853,OL16029191W,"['Spiritualists', 'Depressions', 'Seances', 'Fiction', 'Swindlers and swindling', 'Mediums', 'Fiction, historical, general', 'Fiction, sagas', 'Fiction, mystery & detective, general', 'New york (n.y.), fiction']",,,
7854,7854,OL19789W,"['Characters in literature', 'Humorous stories', 'Magic', 'Pirates', 'Juvenile fiction', 'Fiction', 'Peter Pan (Fictitious character)', 'Islands', 'Friendship', 'Orphans', 'Humorous fiction', ""Children's fiction"", 'Magic, fiction', 'Orphans, fiction', 'Friendship, fiction', 'Islands, fiction', 'Peter pan (fictitious character), fiction', 'Pirates, fiction', 'Aventures', 'Personnages dans la littérature', 'Peter Pan (Personnage fictif)', 'Orphelins', 'Magie', 'Îles', 'Amitié', 'Romans, nouvelles, etc. pour la jeunesse', 'Characters and characteristics in literature', 'Magia', 'Novela juvenil', 'Piratas', 'Huerfanos', 'Amistad', 'Islas', 'Spanish language', 'Reading materials', 'Child and youth fiction']","['Peter Pan', 'Smee', 'Black Stache']",,
7855,7855,OL166675W,"['English Fantasy fiction', 'Magic', 'Nightmares', 'Juvenile fiction', 'Fiction', 'Peter Pan (Fictitious character)', 'Fantasy', 'Fantasy fiction, English', ""Children's fiction"", 'Peter pan (fictitious character), fiction', 'Magic, fiction', 'Darling, Wendy (Fictitious character : Barrie)', 'Peter Pan (Personaje ficticio)', 'Novela infantil', 'Darling, Wendy (Personaje ficticio : Barrie)', 'Magia', 'Novela juvenil', 'Dreams', 'Peter Pan (Fictional character)', 'Brothers and sisters', 'Adventure and adventurers', 'Fantasy fiction', 'Time travel', 'Pirates', 'Adventure fiction', 'Adventure and adventurers, fiction', 'Compact discs', 'Juvenile sound recordings', 'Never-Never Land (Imaginary place)', 'Science-fiction', 'Romans pour la jeunesse', 'Peter Pan (Personnage fictif)', 'Romans, nouvelles, etc. pour la jeunesse', 'Magie', 'Aventures', 'Romans', 'Contes']",,,['Angleterre']
7856,7856,OL8453663W,"['Orderliness', 'Storage in the home', 'House cleaning']",,,
7857,7857,OL462007W,"['Open Library Staff Picks', ""English Children's fiction"", 'Pop-up books', 'Toy and movable books', 'Never-Never Land (Imaginary place)', 'Specimens', 'Juvenile fiction', 'Fiction', 'Peter Pan (Fictitious character)', 'open_syllabus_project', ""Children's stories"", 'Classic Literature', 'Drama', 'Fantasy', 'Pirates', ""Children's plays"", 'Fairy plays', 'Large type books', 'Fairies', 'Darling, Wendy (Fictitious character : Barrie)', ""Children's fiction"", 'Peter pan (fictitious character), fiction', 'Fantasy fiction', 'London (england), fiction', 'English literature', 'Never-never land (imaginary place), fiction', 'Adventure and adventurers, fiction', 'Boys', 'English Fantasy fiction', 'nyt:picture-books=2008-11-23', 'New York Times bestseller', 'Captain Hook (Fictitious character)', 'Brothers and sisters, fiction', 'Youth, fiction', 'Child and youth fiction', 'Plays', 'Pirates, fiction', 'Imaginary societies', 'Cartoons and comics']",,,"['Kensington Gardens (London, England)']"
7858,7858,OL94498W,"['American Science fiction', 'Bars (Drinking establishments)', 'Science fiction, American', 'Fiction', 'Mike Callahan (Fictitious character)', 'Bartenders']","['Mike Callahan', 'Jake Stonebender', 'Doc Webster', 'Mickey Finn', 'Fast Eddie Costigan', 'Long-Drink McGonnigle', 'Ralph Von Wau Wau']",,"[""Callahan's Crosstime Saloon""]"
7859,7859,OL60109W,"['Fiction', 'Fantasy', 'Magic', 'Witchcraft', 'Imaginary wars and battles', 'Juvenile fiction', 'Paranormal fiction', ""Children's fiction"", 'Magic, fiction', 'Witchcraft, fiction', 'Fantasy fiction', 'Juvenile Fiction', 'Magicians, fiction', 'Adventure and adventurers, fiction', 'Science fiction, fantasy, horror']",,,
7860,7860,OL60095W,"['Fantasy', 'Fiction', 'Magic', 'Witchcraft', 'Magic -- Fiction', 'Witchcraft -- Fiction', ""Children's fiction"", 'Fantasy fiction', 'Magic, fiction', 'Witchcraft, fiction']",,,
7861,7861,OL60143W,"['Ghosts', 'Fiction', 'Sisters', 'Supernatural', 'Juvenile fiction', 'Ghost stories', 'Paranormal fiction', ""Children's fiction"", 'Ghosts, fiction', 'Adventure and adventurers, fiction', 'Supernatural, fiction', 'Sisters, fiction']",,,
7862,7862,OL56792W,"['Highway bypasses', 'Highway planning', 'Fiction', 'Urbanization', 'City and town life', 'Large type books', 'Ireland, fiction', 'Fiction, general', 'Environmental aspects']",,,['Ireland']
7863,7863,OL14915296W,,,,
7864,7864,OL56797W,"['Social conditions', 'Fiction', 'Dublin (ireland), fiction', 'Fiction, general', 'Short stories', 'Social life and customs', 'Nouvelles', 'Manners and customs']",,,"['Dublin (Ireland)', 'Dublin', 'Ireland']"
7865,7865,OL56782W,"['Fiction', 'Subways, england, london', 'Social life and customs', 'Manners and customs', 'Large type books', 'Fiction, short stories (single author)', 'London (england), fiction']",,,['London (England)']
7866,7866,OL56804W,"['Fiction', 'Community life', 'Ireland in fiction', 'Community life in fiction', 'Women', 'Man-woman relationships', 'Villages', 'Romance', 'Social conditions', 'Love stories', 'Ireland, fiction', 'Fiction, romance, contemporary', 'Romance fiction']",,,['Ireland']
7867,7867,OL56783W,"['Fiction', 'Hotelkeepers', 'Country life', 'Americans', 'Irish-Americans', 'Irish Americans', 'Families', 'Villages', 'Millionaires', 'Life changes events', 'Design & construction', 'Hotels', 'Ireland, fiction', 'Irish americans, fiction', 'Fiction, general', 'Fiction, family life', 'Large type books', 'Villagers', 'Life change events', 'Design and construction', 'Married people, fiction', 'English literature']",,,['Ireland']
7868,7868,OL56785W,"['Hospital patients', 'Humor', 'Diseases', 'English wit and humor', 'Medicine, popular', 'Medicine', 'Hospital care', 'Maladies', 'Humour', 'Hospitalisés']",,,
7869,7869,OL56799W,"['Fiction', 'Mothers and daughters', 'Detective and mystery stories', 'Fiction, romance, general', 'Large type books', 'Fiction, mystery & detective, general', 'Mothers and daughters, fiction', 'Ireland, fiction', 'Fiction, general']",,,['Ireland']
